ISO_2,ISO_3,country,year,corporate_rate,loss_carryback,loss_carryforward,machines_cost_recovery,buildings_cost_recovery,intangibles_cost_recovery,inventory,allowance_corporate_equity,patent_box,r_and_d_credit,digital_services_tax,corporate_alt_minimum,corporate_surtax,corporate_other_rev,top_income_rate,threshold_top_income_rate,tax_wedge,personal_surtax,personal_other_rev,capital_gains_rate,index_capital_gains,dividends_rate,vat_rate,vat_threshold,vat_base,property_tax,property_tax_collections,net_wealth,estate_or_inheritance_tax,transfer_tax,asset_tax,capital_duties,financial_transaction_tax,dividends_exemption,capital_gains_exemption,country_limitations,dividends_withholding_tax,interest_withholding_tax,royalties_withholding_tax,tax_treaties,cfc_rules,thin_capitalization_rules,property_tax_str,property_taxes_deductible_str,property_tax_collections_str,net_wealth_str,estate_or_inheritance_tax_str,transfer_tax_str,asset_tax_str,capital_duties_str,financial_transaction_tax_str
CL,CHL,Chile,2019,0.27,0,100,0.6326116598,0.3384747328,0,0.5,0,0,0.305,0,1,0,3.744,0.35,7.705428,1.2528284331,0,0,0.35,NA,0.13333333,19,0,0.638195438,0.5,0.4025192499,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,33,0.5,0.5,Tax on Real Property,Yes,0.4%,No,Inheritance and Gift Tax,No,Yearly fee on tax-adjusted equity,No,No
CO,COL,Colombia,2019,0.33,0,12,0.7378887028,0.3059565309,0.8698652539,0.5,0,0,0.305,0,3,0,1.287,0.33,11.452119,0,0,7.641,0.1,NA,0,19,0,0.3715825119,0.5,0.4675997105,1,0,1,0,0,1,1,0,0,0.33,0.15,0.264,9,0.5,0.5,Tax on Real Property,Yes,0.5%,Net Wealth Tax ,None,Real Estate Registration Tax,No,No,Yes
CR,CRI,Costa Rica,2019,0.3,0,3,0.8224566907,0.6023536187,0,0.5,0,0,-0.02,0,5,0,3.442,0.24107123,1.976605,1.1098044232,0,28.879,0.15,NA,0.15,13,0,0.4213875896,0.5,0.1960754372,0,0,1,0,1,1,1,1,0,0.15,0.15,0.25,2,0,0,Tax on Real Property,Yes,0.2%,None,None,Real Estate Transfer Tax,No,Yes,Yes
CZ,CZE,Czech Republic,2019,0.19,0,5,0.873879108,0.5432228306,0.8413188479,0.5,0,0,0.18,0,0,0,0,0.15,3e-06,1.105869239,0,0,0,NA,0.15,21,76296.5356413544,0.6169868174,0.5,0.0911956699,0,1,1,0,0,0,1,1,1,0.15,0.15,0.15,89,0.25,1,Tax on Real Property,Yes,0.1%,No,Inheritances and gifts are subject to Income Tax,No,No,No,No
DE,DEU,Germany,2019,0.29937781,1,60,0.7378887028,0.3914060129,0.8698652539,1,0,0,-0.02,0,0,5.5,0,0.41975,5.390284,1.1005705551,5.5,0,0.26375,NA,0.26375,19,22456.2808292655,0.5623059368,0.5,0.2004829482,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,96,0.25,1,Tax on Real Property,Yes,0.2%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No
DK,DNK,Denmark,2019,0.22,0,60,0.8269230769,0.479318672,0.8134064429,0,0,0,-0.005,0,0,0,3.256,0.478584,1.287778,1.3086158292,8,0,0.42,NA,0.42,25,6907.6363367091,0.6068559421,0.5,0.6945490349,0,1,1,0,0,0,1,1,1,0.22,0.22,0.22,75,0.5,1,Tax on Real Property,Yes,0.7%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No
EE,EST,Estonia,2019,0.2,100,100,1,1,1,1,1,0,0,0,1,0,0,0.2,0.387521,1.2128130207,0,0,0.2,NA,0,20,72611.8858395931,0.7455076322,1,0.1280557945,0,0,0,0,0,0,1,1,1,0,0,0.1,58,0.25,1,Land Tax,No,0.1%,No,None,No,No,No,No
ES,ESP,Spain,2019,0.25,0,70,0.778563039,0.3914060129,0.7378887028,0.5,0,1,0.295,0,1,0,0,0.435,2.409777,1.2157775771,0,0,0.23,NA,0.23,21,0,0.4396431981,0.5,0.5586330225,1,1,1,0,1,0,1,1,1,0.19,0.19,0.24,93,0.25,1,Tax on Real Property,Yes,0.5%,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
FI,FIN,Finland,2019,0.2,0,10,0.8269230769,0.5189655172,0.7378887028,0,0,0,-0.005,0,0,0,0,0.58435142,1.842791,1.2964537741,0,0,0.34,NA,0.289,24,11062.4119155451,0.5612957889,0.5,0.3450070965,0,1,1,0,0,1,1,1,1,0.2,0,0.2,76,0.375,1,Tax on Real Property,Yes,0.4%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes
FR,FRA,France,2019,0.34433333,1,50,0.8802756038,0.5479539106,0.8698652539,0.5,0,1,0.405,1,4,3.3,1.048,0.45872,14.63573,1.236499696,9.7,0,0.34,NA,0.34,20,103912.923981672,0.4982143281,0.5,1.2132403775,0.5,1,1,1,0,1,0.95,0.88,1,0.3,0,0.333,122,0.5,1,Tax on Real Property,Yes,1.1%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes
GB,GBR,United Kingdom,2019,0.19,1,50,0.7588235294,0,0.8269230769,0,0,1,0.19,0,1,0,0,0.47,3.785407,1.3841136748,0,0,0.2,NA,0.381,20,119167.287037543,0.4452956286,0.5,1.7783309815,0,1,1,1,0,1,1,1,0,0,0.2,0.2,129,0.375,1,Tax on Real Property,Yes,1.7%,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes
GR,GRC,Greece,2019,0.24,0,5,0.7378887028,0.479318672,0.7378887028,0.5,0,0,0.09,0,0,0,1.243,0.45,11.700915,1.2622806329,10,0,0.15,NA,0.1,24,16710.6993594789,0.4246555123,0.5,1.1194166564,0,1,1,1,1,0,1,0,1,0.1,0.15,0.2,57,0.25,1,Tax on Real Property,Yes,1.1%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No
HU,HUN,Hungary,2019,0.09,0,2.5,0.8162003834,0.2789584488,0.7378887028,0.5,0,1,0.1975,1,1,0,0.056,0.335,0,1,0,0.176,0.15,NA,0.15,27,57601.502523673,0.5600112274,0.5,0.299035507,0,1,1,1,0,0,1,1,0,0,0,0,81,0.25,1,Tax on Real Property,Yes,0.3%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
IE,IRL,Ireland,2019,0.125,1,100,0.7870751652,0.479318672,0.646263719,0.5,0,1,0.26,0,1,0,0.007,0.44,1.483161,1.4609823009,8,0,0.33,NA,0.51,23,92218.141398691,0.4835435745,0.5,0.3754816232,0,1,1,0,0,1,0,1,1,0.2,0.2,0.2,73,0.25,0,Tax on Real Property,Yes,0.2%,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes
IL,ISR,Israel,2019,0.23,0,100,0.7378887028,0.479318672,0.7870751652,0.5,0,1,0,0,0,0,4.753,0.5,4.120324,1.6822895196,0,0,0.28,NA,0.33,17,26132.3890060412,0.6248756337,0.5,1.2042890494,0,0,1,0,0,0,1,1,0,0.3,0.23,0.23,56,0.25,0,Tax on Sale of Real Property (c),Yes,1.1%,No,None,Real Estate Transfer Tax (e),No,No,No
IS,ISL,Iceland,2019,0.2,0,10,0.86,0.6023536187,0.8122693501,0.5,0,0,0.24,0,1,0,4.067,0.4624,1.282301,1.2966616947,0,9.139,0.22,NA,0.22,24,14202.1555989162,0.5683593068,0,0.985553573,0,1,0,1,0,0,1,1,0,0.2,0.12,0.2,45,0.5,1,Tax on Real Property,No,1.1%,No,Inheritance Tax,No,Bank Tax,No,No
IT,ITA,Italy,2019,0.278064,0,80,0.8698652539,0.5766693797,0.9651162791,1,1,1,0.09,0,2,0,4.097,0.52765573,2.689386,1.2459147597,0,0,0.26,NA,0.26,22,90380.9627102053,0.3863125086,0,0.5609971915,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,100,0.5,1,Tax on Real Property,No,0.6%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
JP,JPN,Japan,2019,0.2974,0.5,5,0.8590286597,0.2789584488,0.7870751652,0.5,0,0,0.0875,0,1,0,0.216,0.53977165,8.493955,1.1341496093,2.1,0,0.204,NA,0.2032,8,100407.568377102,0.7183354732,0.5,0.8028864901,0,1,1,1,1,0,0.95,0,0,0.2,0.2,0.2,69,0.25,0.5,Tax on Real Property,Yes,0.8%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No
KR,KOR,Korea,2019,0.275,0.5,6,0.9217205323,0.5479539106,0.7378887028,1,0,1,0.1275,0,8,0,0,0.47428142,12.244843,1.2076029388,0,0,0,NA,0.4028,10,27364.3889891267,0.6875879469,0,0.3432988456,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,93,0.375,1,Tax on Real Property,No,0.4%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
LT,LTU,Lithuania,2019,0.15,0,70,0.9052631579,0.8269230769,0.966194332,1,0,1,0.28,0,2,0,0,0.24,0.408492,1.1097045948,0,0,0.2,NA,0.15,21,97563.0907987165,0.5276250038,0.5,0.2079645495,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,54,0.25,1,Tax on Real Property,Yes,0.2%,No,Inheritance Tax,No,No,No,No
LU,LUX,Luxembourg,2019,0.2494,0,17,0.8734173506,0.479318672,0.8698652539,1,0,1,-0.01,0,1,7,0.125,0.4018,3.587221,1.3860225426,7,0,0,NA,0.21,17,33690.3764562665,0.7556592371,0.5,0.0469662152,0,1,1,1,0,0,1,1,0,0.15,0,0,82,0.25,1,Tax on Real Property,Yes,0.0%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax on Corporate Net Assets,No,No
LV,LVA,Latvia,2019,0.2,100,100,1,1,1,1,1,0,0,0,0,0,0,0.402,4.625039,1.0859958,0,0,0.2,NA,0,21,79773.9207087115,0.5408322501,0.5,0.4536688931,0,0,1,0,0,0,1,1,1,0,0,0,61,0.25,1,Tax on Real Property,Yes,0.4%,No,None,Stamp Duty on Transfer of Real Property,No,No,No
MX,MEX,Mexico,2019,0.3,0,10,0.7378887028,0.5479539106,0.7378887028,1,0,0,0.055,0,0,0,1.379,0.35,28.201692,1.2431037691,0,13.258,0.1,NA,0.17142857,16,0,0.318029012,0.5,0.0909555662,0,1,1,0,0,0,0,0,1,0.1,0.35,0.35,59,0.5,0.5,Tax on Real Property,Yes,0.1%,No,Income Tax can apply,Real Estate Transfer Tax,No,No,No
NL,NLD,Netherlands,2019,0.25,1,6,0.8134631952,0.3384747328,0.8698652539,1,0,1,0.215,0,1,0,0,0.52378095,1.392983,1.3391529465,0,0,0.3,NA,0.25,21,1650.193360947,0.5193480683,0.5,0.499389055,0,1,1,1,0,0,1,1,0,0.15,0,0,97,0.25,1,Tax on Real Property,Yes,0.5%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
NO,NOR,Norway,2019,0.22,0,100,0.7818181818,0.3739130435,0.7378887028,0,0,0,0.22,0,0,0,0,0.466,1.628185,1.2529456878,0,0,0.3168,NA,0.3168,25,4916.6935118132,0.5729867539,0.5,0.1945895866,1,0,1,0,0,0,0.97,1,1,0.25,0,0,87,0.375,1,Tax on Real Property,Yes,0.2%,Net Wealth Tax,None,Stamp Duty on Transfer of Real Property,No,No,No
NZ,NZL,New Zealand,2019,0.28,0,100,0.7319148936,0.3071428571,0.5479539106,0.5,0,0,-0.02,0,0,0,3.132,0.33,1.139528,1.4453431762,0,0,0,NA,0.06944444,15,40813.1614282974,0.9746784461,1,1.2079468327,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,40,0.25,0.5,Land Value Tax (d),No,1.2%,No,None,No,No,No,No
PL,POL,Poland,2019,0.19,0,2.5,0.7378887028,0.3384747328,0.8698652539,1,0,1,0.2,0,1,0,0,0.39908085,1.845143,1.0336406951,0,0,0.19,NA,0.19,23,111214.726164321,0.4931065996,0.5,0.8766376623,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,85,0.375,1,Tax on Real Property,Yes,0.9%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,Yes
PT,PRT,Portugal,2019,0.315,0,3.5,0.8884112474,0.5479539106,0.7378887028,0.5,1,1,0.35,0,4,9,0.42,0.5567,15.037109,1.2673989393,2.5,0,0.28,NA,0.28,23,16886.4437318365,0.5096390644,0.5,0.3940704225,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,77,0.5,1,Tax on Real Property,Yes,0.4%,No,Stamp Duty applies to Inheritance and Gifts,Real Estate Transfer Tax,Bank Tax,No,No
SE,SWE,Sweden,2019,0.214,0,100,0.86,0.479318672,0.86,0,0,0,0.05,0,0,0,0,0.6012,1.50956,1.2409329227,0,-0.041,0.3,NA,0.3,25,3296.8909658814,0.5874290695,0.5,0.3446389383,0,0,1,1,0,0,1,1,0,0.3,0,0,81,0.5,1,Tax on Real Property,Yes,0.3%,No,None,Stamp Duty on Transfer of Real Property,Bank Tax,No,No
SI,SVN,Slovenia,2019,0.19,0,50,0.8698652539,0.3914060129,0.7378887028,0.5,0,0,0.19,0,1,0,0.018,0.6105,4.868058,1.2695744074,0,0,0,NA,0.25,22,83256.737135169,0.5853909838,0,0.2530154168,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,59,0.25,0.5,Tax on Real Property,No,0.3%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
SK,SVK,Slovak Republic,2019,0.21,0,4,0.873879108,0.5479539106,0.8698652539,0.5,0,1,0.245,0,0,0,0.62,0.3505,3.269759,1.1021745039,0,0,0,NA,0.07,20,100763.364958068,0.5152060875,0.5,0.2259300079,0,0,0,1,0,0,1,1,1,0.35,0.19,0.19,70,0.625,1,Tax on Real Property,Yes,0.3%,No,None,No,No,No,No
TR,TUR,Turkey,2019,0.22,0,5,0.8641491485,0.4310687365,0.6944143561,0.5,1,1,0.055,0,0,0,0,0.44741,2.880756,1.1796608953,0.759,0,0,NA,0.175,18,0,0.4057482306,0.5,0.098887905,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,85,0.5,0.5,Tax on Real Property,Yes,0.1%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
US,USA,United States,2019,0.25886141,5,100,1,0.3495831117,0.6327513389,1,0,1,0.0675,0,2,0,0,0.46,9.299292,1.245851277,0,0,0.2891,NA,0.28913494,7.4,0,0.3492359516,0.5,1.5989203775,0,1,1,1,0,0,1,0,0,0.3,0.3,0.3,66,0.5,1,Tax on Real Property,Yes,1.6%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tangible Property Taxes and Capital Stock Taxes,No,No
AT,AUT,Austria,2020,0.25,1,75,0.8134631952,0.3384747328,0.7378887028,1,0,0,0.17,1,2,0,0.691,0.55,22.659401,1.11678023,0,0,0.275,NA,0.275,20,46065.4814237656,0.5977792978,0,0.089252379,0,0,1,1,0,0,1,1,0,0.275,0,0.2,89,0.25,0.5,Tax on Real Property,No,0.1%,No,None,Real Estate Transfer Tax,Bank Tax,No,No
AU,AUS,Australia,2020,0.3,0,100,0.8514849715,0.479318672,0.5479539106,0.5,0,0,0.1375,0,2,0,0,0.45,2.05084,1.4129290314,2,0,0.235,NA,0.2428,10,52090.1701681679,0.4723155257,1,0.7918388132,0,0,1,1,0,0,1,1,0,0.3,0.1,0.3,45,0.25,0.5,Land Tax Levied by Individual States (a),No,0.8%,No,None,Stamp Duty on Transfer of Real Property,Bank Tax,No,No
BE,BEL,Belgium,2020,0.25,1,70,0.8758973492,0.6224048788,1.0698652539,1,1,1,0.15,0,1,2,0.035,0.60215738,1.046545,1.2699352469,0,0,0,NA,0.3,21,33101.8411244033,0.4715003738,0.5,0.5339284495,0,1,1,1,0,1,1,1,0,0.3,0.3,0.3,95,0.25,1,Tax on Real Property (b),Yes,0.6%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes
CA,CAN,Canada,2020,0.2625,3,20,1,0.4260869565,0.49,0.5,0,0,0.2125,0,1,0,1.194,0.535296,3.180361,1.2284528883,0,0,0.2675,NA,0.39344076,12.4,25130.1953537619,0.4944769014,0.5,1.4560273398,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,96,0.25,0.5,Tax on Real Property,Yes,1.5%,No,None,Real Estate Transfer Tax,Bank Tax in certain provinces,Yes,No
CH,CHE,Switzerland,2020,0.21148581,0,7,0.86,0.5548387097,0.9052631579,1,0,1,-0.01,0,0,0,5.782,0.4167,3.269142,1.3464612663,0,0,0,NA,0.22285,7.7,87121.2187213045,0.6801201914,0.5,0.0665997883,1,1,1,1,1,1,1,1,0,0.35,0.35,0,93,0,0.5,Tax on Real Property,Yes,0.1%,Net Wealth Tax,Many cantons levy both Estate and Gift Taxes,Real Estate Transfer Tax,Cantonal/Community Equity Tax,Yes,Yes
CL,CHL,Chile,2020,0.27,0,100,0.6326116598,0.3384747328,0,0.5,0,0,0.305,0,1,0,6.938,0.4,7.621055,1.2491261753,0,0,0.35,NA,0.33333333,19,0,0.6422059719,0.5,0.4161290023,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,33,0.5,0.5,Tax on Real Property,Yes,0.4%,No,Inheritance and Gift Tax,No,Yearly fee on tax-adjusted equity,No,No
CO,COL,Colombia,2020,0.32,0,12,0.7378887028,0.3059565309,0.8698652539,0.5,0,0,0.295,0,3,0,1.671,0.39,11.252236,0,0,9.56,0.1,NA,0,19,0,0.3822864621,0.5,0.4688600986,1,0,1,0,0,1,1,0,0,0.32,0.2,0.2,9,0.5,0.5,Tax on Real Property,Yes,0.5%,Net Wealth Tax ,None,Real Estate Registration Tax,No,No,Yes
CR,CRI,Costa Rica,2020,0.3,0,3,0.8224566907,0.6023536187,0,0.5,0,0,-0.02,0,5,0,3.601,0.26401644,6.665202,1.1077554598,0,29.863,0.15,NA,0.15,13,0,0.4128185041,0.5,0.1939780282,0,0,1,0,1,1,1,1,0,0.15,0.15,0.25,3,0,0,Tax on Real Property,Yes,0.2%,None,None,Real Estate Transfer Tax,No,Yes,Yes
CZ,CZE,Czech Republic,2020,0.19,0,5,0.873879108,0.5432228306,0.8413188479,0.5,0,0,0.18,0,0,0,0,0.15,2e-06,1.098427771,0,0,0,NA,0.15,21,80365.3472980447,0.6063814569,0.5,0.0886674211,0,1,0,0,0,0,1,1,1,0.15,0.15,0.15,89,0.25,1,Tax on Real Property,Yes,0.1%,No,Inheritances and gifts are subject to Income Tax,No,No,No,No
DE,DEU,Germany,2020,0.29830331,1,60,0.7378887028,0.3914060129,0.8698652539,1,0,0,-0.02,0,0,5.5,0,0.41975,5.348707,1.1004555646,5.5,0,0.26375,NA,0.26375,19,29842.5668948267,0.5666300848,0.5,0.1958694534,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,96,0.25,1,Tax on Real Property,Yes,0.2%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No
DK,DNK,Denmark,2020,0.22,0,60,0.8269230769,0.479318672,0.8134064429,0,0,0,-0.005,0,0,0,1.368,0.47886,1.290873,1.3067835664,8,0,0.42,NA,0.42,25,7497.8840971078,0.6164937689,0.5,0.6939139677,0,1,1,0,0,0,1,1,1,0.22,0.22,0.22,75,0.5,1,Tax on Real Property,Yes,0.7%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,No
EE,EST,Estonia,2020,0.2,100,100,1,1,1,1,1,0,0,0,1,0,0,0.2,0.362567,1.1964224298,0,0,0.2,NA,0,20,73454.4720000735,0.7481939913,1,0.1209571488,0,0,0,0,0,0,1,1,1,0,0,0.1,58,0.25,1,Land Tax,No,0.1%,No,None,No,No,No,No
ES,ESP,Spain,2020,0.25,0,70,0.778563039,0.3914060129,0.7378887028,0.5,0,1,0.295,0,1,0,0,0.435,2.385347,1.2150438398,0,0,0.23,NA,0.23,21,0,0.4465828541,0.5,0.5537877531,1,1,1,0,1,0,1,1,1,0.19,0.19,0.24,93,0.25,1,Tax on Real Property,Yes,0.5%,Net Wealth Tax,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
FI,FIN,Finland,2020,0.2,0,10,0.8269230769,0.5189655172,0.7378887028,0,0,0,-0.005,0,0,0,0,0.58528973,1.847268,1.3039811712,0,0,0.34,NA,0.289,24,11801.3177351383,0.570381999,0.5,0.3398298253,0,1,1,0,0,1,1,1,1,0.2,0,0.2,76,0.375,1,Tax on Real Property,Yes,0.4%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,No,Yes
FR,FRA,France,2020,0.32023,1,50,0.8802756038,0.5479539106,0.8698652539,0.5,0,1,0.405,1,4,3.3,1.084,0.45872,15.038412,1.2650151948,9.7,0,0.34,NA,0.34,20,117259.409794304,0.5056103473,0.5,1.1545789088,0.5,1,1,1,0,1,0.95,0.88,1,0.28,0,0.28,122,0.5,1,Tax on Real Property,Yes,1.1%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,Yes
GB,GBR,United Kingdom,2020,0.19,1,50,0.7588235294,0.2789584488,0.8269230769,0,0,1,0.19,1,1,0,0,0.47,3.647155,1.3934684952,0,0,0.2,NA,0.381,20,124934.593065983,0.4485007962,0.5,1.8128198775,0,1,1,1,0,1,1,1,0,0,0.2,0.2,130,0.375,1,Tax on Real Property,Yes,1.7%,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,Bank Tax,No,Yes
GR,GRC,Greece,2020,0.24,0,5,0.7378887028,0.479318672,0.7378887028,0.5,0,0,0.07,0,0,0,1.28,0.45,11.575702,1.2583215924,10,0,0.15,NA,0.05,24,17950.098725543,0.4406969751,0.5,1.1347238564,0,1,1,1,1,0,1,1,1,0.05,0.15,0.2,57,0.25,1,Tax on Real Property,Yes,1.1%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,Yes,No
HU,HUN,Hungary,2020,0.09,0,2.5,0.8162003834,0.2789584488,0.7378887028,0.5,0,1,0.19,1,1,0,0.047,0.335,0,1,0,0.168,0.15,NA,0.15,27,85145.3662713831,0.5931189449,0.5,0.2773699351,0,1,1,1,0,0,1,1,0,0,0,0,81,0.25,1,Tax on Real Property,Yes,0.3%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
IE,IRL,Ireland,2020,0.125,1,100,0.7870751652,0.479318672,0.646263719,0.5,0,1,0.26,0,1,0,0,0.44,1.43221,1.4460640564,8,0,0.33,NA,0.51,23,94185.9632775208,0.4971181806,0.5,0.3489874946,0,1,1,0,0,1,0,1,1,0.25,0.2,0.2,73,0.25,0,Tax on Real Property,Yes,0.2%,No,Inheritance and Gift Tax,Stamp Duty on Transfer of Real Property,No,No,Yes
IL,ISR,Israel,2020,0.23,0,100,0.7378887028,0.479318672,0.7870751652,0.5,0,1,0,0,0,0,1.73,0.5,4.04862,1.6653105842,0,0,0.28,NA,0.33,17,27256.8377392103,0.624248191,0.5,1.1696068088,0,0,1,0,0,0,1,1,0,0.3,0.23,0.23,58,0.25,0,Tax on Sale of Real Property (c),Yes,1.1%,No,None,Real Estate Transfer Tax (e),No,No,No
IS,ISL,Iceland,2020,0.2,0,10,0.86,0.6023536187,0.8122693501,0.5,0,0,0.24,0,1,0,4.049,0.4624,1.28079,1.3000895875,0,9.474,0.22,NA,0.22,24,14635.034688069,0.5444563591,0,0.9621645014,0,1,0,1,0,0,1,1,0,0.2,0.12,0.2,45,0.5,1,Tax on Real Property,No,1.1%,No,Inheritance Tax,No,Bank Tax,No,No
IT,ITA,Italy,2020,0.2781,0,80,0.8698652539,0.5766693797,0.9651162791,1,1,1,0.07,1,2,0,4.14,0.52765573,2.654326,1.2419780432,0,0,0.26,NA,0.26,22,96898.2136441629,0.3848623869,0,0.5602406985,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,100,0.5,1,Tax on Real Property,No,0.6%,Wealth Tax on Selected Assets,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
JP,JPN,Japan,2020,0.2974,0.5,5,0.8590286597,0.2789584488,0.7870751652,0.5,0,0,0.0875,0,1,0,0.215,0.53977165,8.469835,1.1335591988,2.1,0,0.204,NA,0.2032,10,98547.4616598144,0.7186374753,0.5,0.7942389628,0,1,1,1,1,0,0.95,0,0,0.2,0.2,0.2,70,0.25,1,Tax on Real Property,Yes,0.8%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Fixed assets tax,Yes,No
KR,KOR,Korea,2020,0.275,0.5,9,0.9217205323,0.5479539106,0.7378887028,1,0,1,0.1275,0,8,0,0,0.47531497,11.903192,1.2438404064,0,0,0,NA,0.4028,10,34875.0428435542,0.6802875805,0,0.3510256506,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,93,0.375,1,Tax on Real Property,No,0.4%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,No,Yes,Yes
LT,LTU,Lithuania,2020,0.15,0,70,0.9052631579,0.8269230769,0.966194332,1,0,1,0.28,0,2,0,0,0.3398,8.833456,1.1484688999,0,0,0.2,NA,0.15,21,98948.7247708238,0.5257661489,0.5,0.207916327,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,54,0.25,1,Tax on Real Property,Yes,0.2%,No,Inheritance Tax,No,No,No,No
LU,LUX,Luxembourg,2020,0.2494,0,17,0.8734173506,0.479318672,0.8698652539,1,0,1,-0.01,0,1,7,0.121,0.4018,3.526601,1.3696625074,7,0,0,NA,0.21,17,35513.171243328,0.7690655162,0.5,0.0454905365,0,1,1,1,0,0,1,1,0,0.15,0,0,83,0.25,1,Tax on Real Property,Yes,0.0%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Tax on Corporate Net Assets,No,No
LV,LVA,Latvia,2020,0.2,100,100,1,1,1,1,1,0,0,0,0,0,0,0.318,4.904767,1.0992987218,0,0,0.2,NA,0,21,80850.7111830682,0.5794931965,0.5,0.4222956244,0,0,1,0,0,0,1,1,1,0,0,0,62,0.25,1,Tax on Real Property,Yes,0.4%,No,None,Stamp Duty on Transfer of Real Property,No,No,No
MX,MEX,Mexico,2020,0.3,0,10,0.7378887028,0.5479539106,0.7378887028,1,0,0,0.055,0,0,0,1.512,0.35,26.30794,1.2104098302,0,13.404,0.1,NA,0.17142857,16,0,0.3383020763,0.5,0.0923609235,0,1,1,0,0,0,0,0,1,0.1,0.35,0.35,59,0.5,1,Tax on Real Property,Yes,0.1%,No,Income Tax can apply,Real Estate Transfer Tax,No,No,No
NL,NLD,Netherlands,2020,0.25,1,6,0.8134631952,0.3384747328,0.8698652539,1,0,1,0.225,0,1,0,0,0.540309,1.364903,1.3730086609,0,0,0.3,NA,0.2625,21,25479.7518781762,0.5257195357,0.5,0.5101400136,0,1,1,1,0,0,1,1,0,0.15,0,0,96,0.25,1,Tax on Real Property,Yes,0.5%,No,Inheritance and Gift Tax,Real Estate Transfer Tax,Bank Tax,No,No
NO,NOR,Norway,2020,0.22,2,100,0.7818181818,0.3739130435,0.7378887028,0,0,0,0.22,0,0,0,0,0.464,1.574902,1.2522585031,0,0,0.3168,NA,0.3168,25,5034.8497193021,0.5776017369,0.5,0.1942957598,1,0,1,0,0,0,0.97,1,1,0.25,0,0,87,0.375,1,Tax on Real Property,Yes,0.2%,Net Wealth Tax,None,Stamp Duty on Transfer of Real Property,No,No,No
